MLII,V4,samples,seconds,annotations
-0.92,-0.65,57,0.15833333333333333,
-0.915,-0.645,58,0.16111111111111112,
-0.915,-0.655,59,0.1638888888888889,
-0.92,-0.66,60,0.16666666666666666,
-0.92,-0.69,61,0.16944444444444445,
-0.93,-0.675,62,0.17222222222222222,
-0.93,-0.675,63,0.175,
-0.95,-0.665,64,0.17777777777777778,
-0.955,-0.66,65,0.18055555555555555,
-0.93,-0.65,66,0.18333333333333332,
-0.915,-0.645,67,0.18611111111111112,
-0.905,-0.64,68,0.18888888888888888,
-0.9,-0.65,69,0.19166666666666668,
-0.91,-0.655,70,0.19444444444444445,
-0.92,-0.655,71,0.19722222222222222,
-0.925,-0.66,72,0.2,
-0.925,-0.68,73,0.20277777777777778,
-0.925,-0.69,74,0.20555555555555555,
-0.92,-0.68,75,0.20833333333333334,
-0.93,-0.685,76,0.2111111111111111,
-0.935,-0.67,77,0.21388888888888888,
-0.92,-0.655,78,0.21666666666666667,
-0.905,-0.635,79,0.21944444444444444,
-0.905,-0.64,80,0.2222222222222222,
-0.895,-0.64,81,0.225,
-0.9,-0.655,82,0.22777777777777777,
-0.905,-0.675,83,0.23055555555555557,
-0.915,-0.69,84,0.23333333333333334,
-0.92,-0.7,85,0.2361111111111111,
-0.91,-0.68,86,0.2388888888888889,
-0.92,-0.675,87,0.24166666666666667,
-0.925,-0.675,88,0.24444444444444444,
-0.91,-0.655,89,0.24722222222222223,
-0.915,-0.65,90,0.25,
-0.9,-0.645,91,0.25277777777777777,
-0.895,-0.635,92,0.25555555555555554,
-0.9,-0.65,93,0.25833333333333336,
-0.9,-0.66,94,0.2611111111111111,
-0.905,-0.67,95,0.2638888888888889,
-0.91,-0.675,96,0.26666666666666666,
-0.91,-0.68,97,0.26944444444444443,
-0.92,-0.675,98,0.2722222222222222,
-0.92,-0.655,99,0.275,
-0.92,-0.66,100,0.2777777777777778,+
-0.92,-0.655,101,0.28055555555555556,
-0.91,-0.645,102,0.2833333333333333,
-0.92,-0.655,103,0.2861111111111111,
-0.9,-0.64,104,0.28888888888888886,
-0.895,-0.66,105,0.2916666666666667,
-0.9,-0.665,106,0.29444444444444445,
-0.905,-0.67,107,0.2972222222222222,
-0.915,-0.68,108,0.3,
-0.91,-0.67,109,0.30277777777777776,
-0.92,-0.68,110,0.3055555555555556,
-0.925,-0.675,111,0.30833333333333335,
-0.935,-0.67,112,0.3111111111111111,
-0.91,-0.655,113,0.3138888888888889,
-0.905,-0.66,114,0.31666666666666665,
-0.905,-0.655,115,0.3194444444444444,
-0.895,-0.655,116,0.32222222222222224,
-0.895,-0.66,117,0.325,
-0.895,-0.675,118,0.3277777777777778,
-0.9,-0.67,119,0.33055555555555555,
-0.91,-0.675,120,0.3333333333333333,
-0.905,-0.685,121,0.33611111111111114,
-0.915,-0.675,122,0.3388888888888889,
-0.92,-0.68,123,0.3416666666666667,
-0.915,-0.685,124,0.34444444444444444,
-0.91,-0.67,125,0.3472222222222222,
-0.92,-0.665,126,0.35,
-0.9,-0.66,127,0.3527777777777778,
-0.89,-0.66,128,0.35555555555555557,
-0.895,-0.665,129,0.35833333333333334,
-0.895,-0.655,130,0.3611111111111111,
-0.895,-0.665,131,0.3638888888888889,
-0.905,-0.665,132,0.36666666666666664,
-0.91,-0.68,133,0.36944444444444446,
-0.915,-0.685,134,0.37222222222222223,
-0.91,-0.68,135,0.375,
-0.915,-0.68,136,0.37777777777777777,
-0.92,-0.66,137,0.38055555555555554,
-0.9,-0.655,138,0.38333333333333336,
-0.9,-0.65,139,0.3861111111111111,
-0.895,-0.65,140,0.3888888888888889,
-0.885,-0.665,141,0.39166666666666666,
-0.895,-0.66,142,0.39444444444444443,
-0.9,-0.675,143,0.3972222222222222,
-0.9,-0.68,144,0.4,
-0.905,-0.68,145,0.4027777777777778,
-0.915,-0.69,146,0.40555555555555556,
-0.92,-0.68,147,0.4083333333333333,
-0.92,-0.67,148,0.4111111111111111,
-0.91,-0.67,149,0.41388888888888886,
-0.905,-0.66,150,0.4166666666666667,
-0.9,-0.655,151,0.41944444444444445,
-0.895,-0.655,152,0.4222222222222222,
-0.885,-0.645,153,0.425,
-0.89,-0.66,154,0.42777777777777776,
-0.885,-0.67,155,0.4305555555555556,
-0.885,-0.685,156,0.43333333333333335,
-0.89,-0.68,157,0.4361111111111111,
-0.9,-0.68,158,0.4388888888888889,
-0.89,-0.675,159,0.44166666666666665,
-0.895,-0.69,160,0.4444444444444444,
-0.885,-0.675,161,0.44722222222222224,
-0.87,-0.67,162,0.45,
-0.88,-0.67,163,0.4527777777777778,
-0.865,-0.65,164,0.45555555555555555,
-0.87,-0.67,165,0.4583333333333333,
-0.87,-0.66,166,0.46111111111111114,
-0.87,-0.68,167,0.4638888888888889,
-0.865,-0.685,168,0.4666666666666667,
-0.86,-0.685,169,0.46944444444444444,
-0.85,-0.685,170,0.4722222222222222,
-0.85,-0.675,171,0.475,
-0.835,-0.68,172,0.4777777777777778,
-0.82,-0.665,173,0.48055555555555557,
-0.82,-0.66,174,0.48333333333333334,
-0.81,-0.645,175,0.4861111111111111,
-0.81,-0.64,176,0.4888888888888889,
-0.815,-0.65,177,0.49166666666666664,
-0.83,-0.64,178,0.49444444444444446,
-0.835,-0.665,179,0.49722222222222223,
-0.85,-0.665,180,0.5,
-0.865,-0.665,181,0.5027777777777778,
-0.865,-0.655,182,0.5055555555555555,
-0.87,-0.655,183,0.5083333333333333,
-0.87,-0.65,184,0.5111111111111111,
-0.865,-0.64,185,0.5138888888888888,
-0.87,-0.635,186,0.5166666666666667,
-0.86,-0.64,187,0.5194444444444445,
-0.845,-0.62,188,0.5222222222222223,
-0.83,-0.605,189,0.525,
-0.82,-0.605,190,0.5277777777777778,
-0.815,-0.615,191,0.5305555555555556,
-0.815,-0.605,192,0.5333333333333333,
-0.82,-0.615,193,0.5361111111111111,
-0.825,-0.62,194,0.5388888888888889,
-0.84,-0.63,195,0.5416666666666666,
-0.845,-0.64,196,0.5444444444444444,
-0.855,-0.64,197,0.5472222222222223,
-0.875,-0.63,198,0.55,
-0.88,-0.625,199,0.5527777777777778,
-0.88,-0.635,200,0.5555555555555556,
-0.895,-0.645,201,0.5583333333333333,
-0.91,-0.67,202,0.5611111111111111,
-0.92,-0.675,203,0.5638888888888889,
-0.93,-0.685,204,0.5666666666666667,
-0.935,-0.69,205,0.5694444444444444,
-0.925,-0.69,206,0.5722222222222222,
-0.925,-0.695,207,0.575,
-0.93,-0.68,208,0.5777777777777777,
-0.92,-0.665,209,0.5805555555555556,
-0.91,-0.67,210,0.5833333333333334,
-0.91,-0.665,211,0.5861111111111111,
-0.905,-0.68,212,0.5888888888888889,
-0.91,-0.69,213,0.5916666666666667,
-0.935,-0.735,214,0.5944444444444444,
-0.935,-0.75,215,0.5972222222222222,
-0.935,-0.745,216,0.6,
-0.915,-0.69,217,0.6027777777777777,
-0.85,-0.615,218,0.6055555555555555,
-0.75,-0.48,219,0.6083333333333333,
-0.655,-0.36,220,0.6111111111111112,
-0.57,-0.27,221,0.6138888888888889,
-0.5,-0.245,222,0.6166666666666667,
-0.465,-0.26,223,0.6194444444444445,
-0.445,-0.345,224,0.6222222222222222,
-0.495,-0.515,225,0.625,
-0.61,-0.78,226,0.6277777777777778,
-0.75,-1.065,227,0.6305555555555555,
-0.92,-1.33,228,0.6333333333333333,
-1.015,-1.495,229,0.6361111111111111,
-1.015,-1.535,230,0.6388888888888888,
-0.91,-1.455,231,0.6416666666666667,
-0.72,-1.3,232,0.6444444444444445,
-0.475,-1.105,233,0.6472222222222223,
-0.21,-0.92,234,0.65,
0.035,-0.765,235,0.6527777777777778,
0.26,-0.635,236,0.6555555555555556,
0.49,-0.545,237,0.6583333333333333,
0.69,-0.49,238,0.6611111111111111,
0.88,-0.475,239,0.6638888888888889,
1.025,-0.465,240,0.6666666666666666,
1.13,-0.46,241,0.6694444444444444,
1.19,-0.475,242,0.6722222222222223,
1.195,-0.515,243,0.675,R
1.165,-0.58,244,0.6777777777777778,
1.085,-0.635,245,0.6805555555555556,
0.97,-0.67,246,0.6833333333333333,
0.815,-0.69,247,0.6861111111111111,
0.635,-0.685,248,0.6888888888888889,
0.425,-0.67,249,0.6916666666666667,
0.215,-0.66,250,0.6944444444444444,
0.0,-0.64,251,0.6972222222222222,
-0.215,-0.61,252,0.7,
-0.43,-0.625,253,0.7027777777777777,
-0.645,-0.645,254,0.7055555555555556,
-0.835,-0.69,255,0.7083333333333334,
-0.98,-0.73,256,0.7111111111111111,
-1.07,-0.75,257,0.7138888888888889,
-1.125,-0.76,258,0.7166666666666667,
-1.14,-0.75,259,0.7194444444444444,
-1.13,-0.71,260,0.7222222222222222,
-1.12,-0.69,261,0.725,
-1.095,-0.665,262,0.7277777777777777,
-1.08,-0.65,263,0.7305555555555555,
-1.085,-0.64,264,0.7333333333333333,
-1.07,-0.625,265,0.7361111111111112,
-1.07,-0.615,266,0.7388888888888889,
-1.06,-0.585,267,0.7416666666666667,
-1.045,-0.575,268,0.7444444444444445,
-1.035,-0.555,269,0.7472222222222222,
-1.02,-0.54,270,0.75,
-1.015,-0.54,271,0.7527777777777778,
-1.0,-0.535,272,0.7555555555555555,
-1.0,-0.545,273,0.7583333333333333,
-1.005,-0.555,274,0.7611111111111111,
-1.02,-0.555,275,0.7638888888888888,
-1.025,-0.565,276,0.7666666666666667,
-1.04,-0.565,277,0.7694444444444445,
-1.04,-0.545,278,0.7722222222222223,
-1.05,-0.54,279,0.775,
-1.045,-0.53,280,0.7777777777777778,
-1.04,-0.515,281,0.7805555555555556,
-1.03,-0.51,282,0.7833333333333333,
-1.025,-0.52,283,0.7861111111111111,
-1.015,-0.51,284,0.7888888888888889,
-1.01,-0.525,285,0.7916666666666666,
-1.025,-0.52,286,0.7944444444444444,
-1.025,-0.52,287,0.7972222222222223,
-1.035,-0.52,288,0.8,
-1.045,-0.525,289,0.8027777777777778,
-1.04,-0.525,290,0.8055555555555556,
-1.045,-0.535,291,0.8083333333333333,
-1.04,-0.52,292,0.8111111111111111,
-1.04,-0.515,293,0.8138888888888889,
-1.025,-0.51,294,0.8166666666666667,
-1.02,-0.505,295,0.8194444444444444,
-1.015,-0.495,296,0.8222222222222222,
-1.02,-0.51,297,0.825,
-1.02,-0.5,298,0.8277777777777777,
-1.035,-0.51,299,0.8305555555555556,
-1.045,-0.52,300,0.8333333333333334,
-1.05,-0.54,301,0.8361111111111111,
-1.06,-0.545,302,0.8388888888888889,
-1.06,-0.535,303,0.8416666666666667,
-1.06,-0.54,304,0.8444444444444444,
-1.055,-0.52,305,0.8472222222222222,
-1.06,-0.515,306,0.85,
-1.045,-0.515,307,0.8527777777777777,
-1.05,-0.505,308,0.8555555555555555,
-1.055,-0.515,309,0.8583333333333333,
-1.055,-0.525,310,0.8611111111111112,
-1.07,-0.535,311,0.8638888888888889,
-1.075,-0.545,312,0.8666666666666667,
-1.075,-0.56,313,0.8694444444444445,
-1.08,-0.55,314,0.8722222222222222,
-1.09,-0.555,315,0.875,
-1.09,-0.545,316,0.8777777777777778,
-1.085,-0.54,317,0.8805555555555555,
-1.09,-0.54,318,0.8833333333333333,
-1.08,-0.53,319,0.8861111111111111,
-1.085,-0.535,320,0.8888888888888888,
-1.08,-0.545,321,0.8916666666666667,
-1.085,-0.565,322,0.8944444444444445,
-1.09,-0.575,323,0.8972222222222223,
-1.11,-0.58,324,0.9,
-1.125,-0.595,325,0.9027777777777778,
-1.125,-0.595,326,0.9055555555555556,
-1.135,-0.61,327,0.9083333333333333,
-1.15,-0.615,328,0.9111111111111111,
-1.15,-0.61,329,0.9138888888888889,
-1.14,-0.605,330,0.9166666666666666,
-1.14,-0.605,331,0.9194444444444444,
-1.135,-0.605,332,0.9222222222222223,
-1.155,-0.625,333,0.925,
-1.17,-0.65,334,0.9277777777777778,
-1.175,-0.66,335,0.9305555555555556,
-1.195,-0.695,336,0.9333333333333333,
-1.19,-0.7,337,0.9361111111111111,
-1.185,-0.725,338,0.9388888888888889,
-1.2,-0.72,339,0.9416666666666667,
-1.2,-0.705,340,0.9444444444444444,
-1.195,-0.715,341,0.9472222222222222,
-1.2,-0.71,342,0.95,
-1.21,-0.705,343,0.9527777777777777,
-1.195,-0.725,344,0.9555555555555556,
-1.205,-0.73,345,0.9583333333333334,
-1.195,-0.745,346,0.9611111111111111,
-1.205,-0.765,347,0.9638888888888889,
-1.21,-0.78,348,0.9666666666666667,
-1.21,-0.81,349,0.9694444444444444,
-1.22,-0.81,350,0.9722222222222222,
-1.21,-0.815,351,0.975,
-1.21,-0.815,352,0.9777777777777777,
-1.205,-0.805,353,0.9805555555555555,
-1.18,-0.82,354,0.9833333333333333,
-1.18,-0.82,355,0.9861111111111112,
-1.165,-0.825,356,0.9888888888888889,
-1.16,-0.83,357,0.9916666666666667,
-1.16,-0.84,358,0.9944444444444445,
-1.155,-0.845,359,0.9972222222222222,
-1.145,-0.855,360,1.0,
-1.14,-0.855,361,1.0027777777777778,
-1.12,-0.855,362,1.0055555555555555,
-1.115,-0.85,363,1.0083333333333333,
-1.105,-0.855,364,1.011111111111111,
-1.09,-0.835,365,1.0138888888888888,
-1.07,-0.835,366,1.0166666666666666,
-1.05,-0.825,367,1.0194444444444444,
-1.02,-0.825,368,1.0222222222222221,
-1.005,-0.845,369,1.025,
-0.995,-0.835,370,1.0277777777777777,
-0.97,-0.83,371,1.0305555555555554,
-0.965,-0.825,372,1.0333333333333334,
-0.95,-0.84,373,1.0361111111111112,
-0.935,-0.825,374,1.038888888888889,
-0.935,-0.83,375,1.0416666666666667,
-0.92,-0.815,376,1.0444444444444445,
-0.9,-0.805,377,1.0472222222222223,
-0.885,-0.805,378,1.05,
-0.85,-0.78,379,1.0527777777777778,
-0.845,-0.775,380,1.0555555555555556,
-0.84,-0.775,381,1.0583333333333333,
-0.845,-0.79,382,1.0611111111111111,
-0.825,-0.795,383,1.0638888888888889,
-0.835,-0.785,384,1.0666666666666667,
-0.835,-0.785,385,1.0694444444444444,
-0.83,-0.775,386,1.0722222222222222,
-0.83,-0.775,387,1.075,
-0.82,-0.785,388,1.0777777777777777,
-0.82,-0.745,389,1.0805555555555555,
-0.82,-0.75,390,1.0833333333333333,
-0.81,-0.735,391,1.086111111111111,
-0.81,-0.735,392,1.0888888888888888,
-0.815,-0.74,393,1.0916666666666666,
-0.825,-0.75,394,1.0944444444444446,
-0.845,-0.745,395,1.0972222222222223,
-0.86,-0.765,396,1.1,
-0.875,-0.76,397,1.1027777777777779,
-0.885,-0.76,398,1.1055555555555556,
-0.9,-0.755,399,1.1083333333333334,
-0.905,-0.75,400,1.1111111111111112,
-0.905,-0.735,401,1.113888888888889,
-0.905,-0.735,402,1.1166666666666667,
-0.915,-0.715,403,1.1194444444444445,
-0.9,-0.715,404,1.1222222222222222,
-0.92,-0.73,405,1.125,
-0.925,-0.74,406,1.1277777777777778,
-0.94,-0.755,407,1.1305555555555555,
-0.94,-0.755,408,1.1333333333333333,
-0.965,-0.76,409,1.136111111111111,
-0.96,-0.76,410,1.1388888888888888,
-0.97,-0.755,411,1.1416666666666666,
-0.97,-0.76,412,1.1444444444444444,
-0.97,-0.745,413,1.1472222222222221,
-0.96,-0.745,414,1.15,
-0.96,-0.72,415,1.1527777777777777,
-0.96,-0.72,416,1.1555555555555554,
-0.97,-0.725,417,1.1583333333333334,
-0.97,-0.73,418,1.1611111111111112,
-0.96,-0.735,419,1.163888888888889,
-0.975,-0.745,420,1.1666666666666667,
-0.98,-0.76,421,1.1694444444444445,
-0.975,-0.765,422,1.1722222222222223,
-0.99,-0.755,423,1.175,
-0.98,-0.75,424,1.1777777777777778,
-0.97,-0.71,425,1.1805555555555556,
-0.965,-0.69,426,1.1833333333333333,
-0.955,-0.685,427,1.1861111111111111,
-0.95,-0.69,428,1.1888888888888889,
-0.95,-0.695,429,1.1916666666666667,
-0.955,-0.7,430,1.1944444444444444,
-0.955,-0.7,431,1.1972222222222222,
-0.945,-0.715,432,1.2,
-0.94,-0.72,433,1.2027777777777777,
-0.955,-0.725,434,1.2055555555555555,
-0.95,-0.7,435,1.2083333333333333,
-0.935,-0.7,436,1.211111111111111,
-0.935,-0.69,437,1.2138888888888888,
-0.93,-0.68,438,1.2166666666666666,
-0.925,-0.69,439,1.2194444444444446,
-0.915,-0.69,440,1.2222222222222223,
-0.915,-0.685,441,1.225,
-0.92,-0.695,442,1.2277777777777779,
-0.91,-0.69,443,1.2305555555555556,
-0.925,-0.695,444,1.2333333333333334,
-0.925,-0.695,445,1.2361111111111112,
-0.93,-0.685,446,1.238888888888889,
-0.93,-0.68,447,1.2416666666666667,
-0.93,-0.685,448,1.2444444444444445,
-0.92,-0.675,449,1.2472222222222222,
-0.925,-0.67,450,1.25,
-0.905,-0.665,451,1.2527777777777778,
-0.91,-0.66,452,1.2555555555555555,
-0.905,-0.665,453,1.2583333333333333,
-0.9,-0.66,454,1.261111111111111,
-0.895,-0.665,455,1.2638888888888888,
-0.91,-0.675,456,1.2666666666666666,
-0.91,-0.675,457,1.2694444444444444,
-0.905,-0.68,458,1.2722222222222221,
-0.91,-0.675,459,1.275,
-0.91,-0.67,460,1.2777777777777777,
-0.905,-0.665,461,1.2805555555555554,
-0.895,-0.66,462,1.2833333333333334,
-0.89,-0.645,463,1.2861111111111112,
-0.875,-0.64,464,1.288888888888889,
-0.885,-0.655,465,1.2916666666666667,
-0.885,-0.65,466,1.2944444444444445,
-0.895,-0.65,467,1.2972222222222223,
-0.89,-0.665,468,1.3,
-0.905,-0.675,469,1.3027777777777778,
-0.9,-0.67,470,1.3055555555555556,
-0.905,-0.67,471,1.3083333333333333,
-0.895,-0.67,472,1.3111111111111111,
-0.895,-0.665,473,1.3138888888888889,
-0.89,-0.65,474,1.3166666666666667,
-0.89,-0.64,475,1.3194444444444444,
-0.875,-0.635,476,1.3222222222222222,
-0.87,-0.64,477,1.325,
-0.88,-0.645,478,1.3277777777777777,
-0.88,-0.65,479,1.3305555555555555,
-0.88,-0.665,480,1.3333333333333333,
-0.895,-0.665,481,1.336111111111111,
-0.9,-0.675,482,1.3388888888888888,
-0.9,-0.67,483,1.3416666666666666,
-0.9,-0.665,484,1.3444444444444446,
-0.895,-0.66,485,1.3472222222222223,
-0.885,-0.65,486,1.35,
-0.875,-0.65,487,1.3527777777777779,
-0.86,-0.655,488,1.3555555555555556,
-0.86,-0.645,489,1.3583333333333334,
-0.86,-0.645,490,1.3611111111111112,
-0.865,-0.665,491,1.363888888888889,
-0.87,-0.66,492,1.3666666666666667,
-0.865,-0.65,493,1.3694444444444445,
-0.88,-0.65,494,1.3722222222222222,
-0.87,-0.655,495,1.375,
-0.875,-0.65,496,1.3777777777777778,
-0.865,-0.64,497,1.3805555555555555,
-0.86,-0.645,498,1.3833333333333333,
-0.86,-0.63,499,1.386111111111111,
-0.855,-0.64,500,1.3888888888888888,
-0.855,-0.635,501,1.3916666666666666,
-0.855,-0.645,502,1.3944444444444444,
-0.865,-0.67,503,1.3972222222222221,
-0.865,-0.67,504,1.4,
-0.865,-0.675,505,1.4027777777777777,
-0.88,-0.675,506,1.4055555555555554,
-0.87,-0.675,507,1.4083333333333334,
-0.865,-0.655,508,1.4111111111111112,
-0.87,-0.655,509,1.413888888888889,
-0.86,-0.65,510,1.4166666666666667,
-0.865,-0.64,511,1.4194444444444445,
-0.845,-0.645,512,1.4222222222222223,
-0.845,-0.665,513,1.425,
-0.845,-0.655,514,1.4277777777777778,
-0.845,-0.665,515,1.4305555555555556,
-0.86,-0.67,516,1.4333333333333333,
-0.86,-0.67,517,1.4361111111111111,
-0.865,-0.665,518,1.4388888888888889,
-0.875,-0.675,519,1.4416666666666667,
-0.875,-0.66,520,1.4444444444444444,
-0.865,-0.655,521,1.4472222222222222,
-0.865,-0.645,522,1.45,
-0.86,-0.64,523,1.4527777777777777,
-0.86,-0.635,524,1.4555555555555555,
-0.845,-0.65,525,1.4583333333333333,
-0.84,-0.645,526,1.461111111111111,
-0.85,-0.65,527,1.4638888888888888,
-0.86,-0.665,528,1.4666666666666666,
-0.86,-0.675,529,1.4694444444444446,
-0.875,-0.67,530,1.4722222222222223,
-0.86,-0.675,531,1.475,
-0.86,-0.665,532,1.4777777777777779,
-0.86,-0.65,533,1.4805555555555556,
-0.86,-0.655,534,1.4833333333333334,
-0.845,-0.655,535,1.4861111111111112,
-0.84,-0.655,536,1.488888888888889,
-0.84,-0.645,537,1.4916666666666667,
-0.85,-0.67,538,1.4944444444444445,
-0.845,-0.66,539,1.4972222222222222,
-0.865,-0.665,540,1.5,
-0.86,-0.67,541,1.5027777777777778,
-0.87,-0.675,542,1.5055555555555555,
-0.875,-0.68,543,1.5083333333333333,
-0.88,-0.685,544,1.511111111111111,
-0.885,-0.67,545,1.5138888888888888,
-0.86,-0.665,546,1.5166666666666666,
-0.855,-0.66,547,1.5194444444444444,
-0.845,-0.66,548,1.5222222222222221,
-0.835,-0.655,549,1.525,
-0.845,-0.66,550,1.5277777777777777,
-0.855,-0.66,551,1.5305555555555554,
-0.86,-0.66,552,1.5333333333333334,
-0.865,-0.67,553,1.5361111111111112,
-0.865,-0.68,554,1.538888888888889,
-0.87,-0.67,555,1.5416666666666667,
-0.86,-0.675,556,1.5444444444444445,
-0.865,-0.665,557,1.5472222222222223,
-0.845,-0.665,558,1.55,
-0.855,-0.655,559,1.5527777777777778,
-0.835,-0.645,560,1.5555555555555556,
-0.85,-0.655,561,1.5583333333333333,
-0.86,-0.66,562,1.5611111111111111,
-0.84,-0.655,563,1.5638888888888889,
-0.855,-0.665,564,1.5666666666666667,
-0.855,-0.675,565,1.5694444444444444,
-0.86,-0.675,566,1.5722222222222222,
-0.855,-0.675,567,1.575,
-0.86,-0.68,568,1.5777777777777777,
-0.855,-0.68,569,1.5805555555555555,
-0.845,-0.67,570,1.5833333333333333,
-0.84,-0.665,571,1.586111111111111,
-0.84,-0.65,572,1.5888888888888888,
-0.835,-0.65,573,1.5916666666666666,
-0.845,-0.65,574,1.5944444444444446,
-0.845,-0.675,575,1.5972222222222223,
-0.84,-0.68,576,1.6,
-0.86,-0.69,577,1.6027777777777779,
-0.855,-0.7,578,1.6055555555555556,
-0.855,-0.7,579,1.6083333333333334,
-0.86,-0.68,580,1.6111111111111112,
-0.86,-0.69,581,1.613888888888889,
-0.855,-0.68,582,1.6166666666666667,
-0.86,-0.66,583,1.6194444444444445,
-0.85,-0.66,584,1.6222222222222222,
-0.845,-0.665,585,1.625,
-0.84,-0.665,586,1.6277777777777778,
-0.86,-0.685,587,1.6305555555555555,
-0.86,-0.685,588,1.6333333333333333,
-0.87,-0.69,589,1.636111111111111,
-0.88,-0.68,590,1.6388888888888888,
-0.855,-0.695,591,1.6416666666666666,
-0.865,-0.685,592,1.6444444444444444,
-0.85,-0.685,593,1.6472222222222221,
-0.85,-0.685,594,1.65,
-0.845,-0.675,595,1.6527777777777777,
-0.84,-0.665,596,1.6555555555555554,
-0.835,-0.665,597,1.6583333333333334,
-0.835,-0.675,598,1.6611111111111112,
-0.835,-0.68,599,1.663888888888889,
-0.855,-0.69,600,1.6666666666666667,
-0.85,-0.69,601,1.6694444444444445,
-0.855,-0.695,602,1.6722222222222223,
-0.855,-0.68,603,1.675,
-0.845,-0.68,604,1.6777777777777778,
-0.85,-0.665,605,1.6805555555555556,
-0.835,-0.655,606,1.6833333333333333,
-0.84,-0.655,607,1.6861111111111111,
-0.83,-0.665,608,1.6888888888888889,
-0.835,-0.665,609,1.6916666666666667,
-0.825,-0.67,610,1.6944444444444444,
-0.82,-0.685,611,1.6972222222222222,
-0.825,-0.685,612,1.7,
-0.835,-0.695,613,1.7027777777777777,
-0.835,-0.7,614,1.7055555555555555,
-0.83,-0.695,615,1.7083333333333333,
-0.825,-0.69,616,1.711111111111111,
-0.82,-0.675,617,1.7138888888888888,
-0.83,-0.67,618,1.7166666666666666,
-0.825,-0.665,619,1.7194444444444446,
-0.82,-0.65,620,1.7222222222222223,
-0.805,-0.66,621,1.725,
-0.795,-0.645,622,1.7277777777777779,
-0.795,-0.66,623,1.7305555555555556,
-0.79,-0.67,624,1.7333333333333334,
-0.79,-0.675,625,1.7361111111111112,
-0.795,-0.67,626,1.738888888888889,
-0.79,-0.67,627,1.7416666666666667,
-0.78,-0.67,628,1.7444444444444445,
-0.78,-0.66,629,1.7472222222222222,
-0.785,-0.655,630,1.75,
-0.79,-0.655,631,1.7527777777777778,
-0.79,-0.65,632,1.7555555555555555,
-0.8,-0.655,633,1.7583333333333333,
-0.805,-0.65,634,1.761111111111111,
-0.82,-0.645,635,1.7638888888888888,
-0.82,-0.665,636,1.7666666666666666,
-0.815,-0.67,637,1.7694444444444444,
-0.82,-0.67,638,1.7722222222222221,
-0.815,-0.665,639,1.775,
-0.795,-0.655,640,1.7777777777777777,
-0.775,-0.625,641,1.7805555555555554,
-0.77,-0.615,642,1.7833333333333334,
-0.755,-0.625,643,1.7861111111111112,
-0.75,-0.615,644,1.788888888888889,
-0.755,-0.62,645,1.7916666666666667,
-0.775,-0.635,646,1.7944444444444445,
-0.785,-0.64,647,1.7972222222222223,
-0.785,-0.665,648,1.8,
-0.815,-0.68,649,1.8027777777777778,
-0.845,-0.7,650,1.8055555555555556,
-0.855,-0.7,651,1.8083333333333333,
-0.87,-0.705,652,1.8111111111111111,
